6/9/2003,74.59,45.82,17.5,76.77,45.82,17.5
6/16/2003,74.47,45.82,17.5,76.69,45.82,17.5
6/23/2003,74.42,45.82,17.5,76.62,45.82,17.5
6/30/2003,74.35,45.82,17.5,76.51,45.82,17.5
7/7/2003,74.28,45.82,17.5,76.46,45.82,17.5
7/14/2003,74.21,45.82,17.5,76.41,45.82,17.5
7/21/2003,75.07,45.82,17.5,76.9,45.82,17.5
7/28/2003,75.1,45.82,17.5,76.86,45.82,17.5
8/4/2003,75.12,45.82,17.5,76.81,45.82,17.5
8/11/2003,75.44,45.82,17.5,77.08,45.82,17.5
8/18/2003,75.81,45.82,17.5,77.44,45.82,17.5
8/26/2003,76.05,45.82,17.5,77.68,45.82,17.5
9/1/2003,76.13,45.82,17.5,77.59,45.82,17.5
9/8/2003,76.23,45.82,17.5,77.67,45.82,17.5
9/15/2003,76.2,45.82,17.5,77.63,45.82,17.5
9/22/2003,76.15,45.82,17.5,77.55,45.82,17.5
9/29/2003,76.08,45.82,17.5,77.53,45.82,17.5
10/6/2003,76.43,47.1,17.5,77.66,47.1,17.5
10/13/2003,75.9,47.1,17.5,77.43,47.1,17.5
10/20/2003,76.05,47.1,17.5,77.54,47.1,17.5
10/27/2003,76,47.1,17.5,77.51,47.1,17.5
11/3/2003,76,47.1,17.5,77.52,47.1,17.5
11/10/2003,75.94,47.1,17.5,77.47,47.1,17.5
11/17/2003,75.93,47.1,17.5,77.52,47.1,17.5
11/24/2003,76.02,47.1,17.5,77.67,47.1,17.5
12/1/2003,76,47.1,17.5,77.66,47.1,17.5
12/8/2003,75.97,47.1,17.5,77.63,47.1,17.5
12/15/2003,75.96,47.1,17.5,77.62,47.1,17.5
12/22/2003,75.92,47.1,17.5,77.61,47.1,17.5
12/29/2003,75.94,47.1,17.5,77.6,47.1,17.5
1/5/2004,75.88,47.1,17.5,77.54,47.1,17.5
1/12/2004,75.9,47.1,17.5,77.54,47.1,17.5
1/19/2004,76.36,47.1,17.5,78.06,47.1,17.5
1/26/2004,76.44,47.1,17.5,78.08,47.1,17.5
2/2/2004,76.48,47.1,17.5,78.13,47.1,17.5
2/9/2004,76.5,47.1,17.5,77.98,47.1,17.5
2/16/2004,76.44,47.1,17.5,78,47.1,17.5
2/23/2004,76.38,47.1,17.5,77.93,47.1,17.5
3/1/2004,76.32,47.1,17.5,77.87,47.1,17.5
3/8/2004,76.73,47.1,17.5,78.25,47.1,17.5
3/15/2004,77.39,47.1,17.5,78.8,47.1,17.5
3/22/2004,77.44,47.1,17.5,78.92,47.1,17.5
3/29/2004,77.59,47.1,17.5,79.01,47.1,17.5
4/5/2004,77.86,47.1,17.5,79.23,47.1,17.5
4/12/2004,77.88,47.1,17.5,79.27,47.1,17.5
4/19/2004,78.04,47.1,17.5,79.43,47.1,17.5
4/26/2004,78.4,47.1,17.5,79.75,47.1,17.5
5/4/2004,79.28,47.1,17.5,80.64,47.1,17.5
5/10/2004,80.3,47.1,17.5,81.68,47.1,17.5
5/17/2004,81.49,47.1,17.5,82.83,47.1,17.5
5/24/2004,82.13,47.1,17.5,83.48,47.1,17.5
5/31/2004,82.35,47.1,17.5,83.61,47.1,17.5
6/7/2004,82.44,47.1,17.5,83.65,47.1,17.5
6/14/2004,81.54,47.1,17.5,82.6,47.1,17.5
6/21/2004,81.04,47.1,17.5,82.09,47.1,17.5
6/28/2004,80.41,47.1,17.5,81.04,47.1,17.5
7/5/2004,79.87,47.1,17.5,80.51,47.1,17.5
7/12/2004,80.34,47.1,17.5,81.05,47.1,17.5
7/19/2004,80.84,47.1,17.5,81.68,47.1,17.5
7/26/2004,80.87,47.1,17.5,81.7,47.1,17.5
8/2/2004,80.86,47.1,17.5,81.79,47.1,17.5
8/9/2004,81.18,47.1,17.5,82.14,47.1,17.5
8/16/2004,81.25,47.1,17.5,82.33,47.1,17.5
8/23/2004,81.51,47.1,17.5,82.82,47.1,17.5
8/31/2004,81.53,47.1,17.5,82.89,47.1,17.5
9/6/2004,81.37,47.1,17.5,82.92,47.1,17.5
9/13/2004,81.31,47.1,17.5,82.91,47.1,17.5
9/20/2004,81.28,47.1,17.5,83.03,47.1,17.5
9/27/2004,81.63,47.1,17.5,83.46,47.1,17.5
10/4/2004,82.05,47.1,17.5,83.84,47.1,17.5
10/11/2004,83.11,47.1,17.5,85.01,47.1,17.5
10/18/2004,83.35,47.1,17.5,85.34,47.1,17.5
10/25/2004,83.94,47.1,17.5,86.03,47.1,17.5
11/1/2004,84.27,47.1,17.5,86.42,47.1,17.5
11/8/2004,84.34,47.1,17.5,86.54,47.1,17.5
11/15/2004,84.26,47.1,17.5,86.42,47.1,17.5
11/22/2004,81.46,47.1,17.5,85.17,47.1,17.5
11/29/2004,84.17,47.1,17.5,86.36,47.1,17.5
12/6/2004,84.06,47.1,17.5,86.4,47.1,17.5
12/13/2004,82.73,47.1,17.5,85.98,47.1,17.5
12/20/2004,81.46,47.1,17.5,85.17,47.1,17.5
12/27/2004,81.2,47.1,17.5,85.14,47.1,17.5
1/3/2005,81.17,47.1,17.5,85.12,47.1,17.5
1/10/2005,79.84,47.1,17.5,84.87,47.1,17.5
1/17/2005,78.93,47.1,17.5,83.94,47.1,17.5
1/24/2005,78.93,47.1,17.5,83.87,47.1,17.5
1/31/2005,79.54,47.1,17.5,84.23,47.1,17.5
2/7/2005,79.84,47.1,17.5,84.27,47.1,17.5
2/14/2005,80.03,47.1,17.5,84.32,47.1,17.5
2/21/2005,80.15,47.1,17.5,84.36,47.1,17.5
2/28/2005,80.45,47.1,17.5,84.65,47.1,17.5
3/7/2005,81.16,47.1,17.5,85.64,47.1,17.5
3/14/2005,81.64,47.1,17.5,86.11,47.1,17.5
3/21/2005,82.7,47.1,17.5,87.06,47.1,17.5
3/28/2005,83.4,47.1,17.5,87.68,47.1,17.5
4/4/2005,83.91,47.1,17.5,88.3,47.1,17.5
4/11/2005,85.61,47.1,17.5,89.82,47.1,17.5
4/18/2005,85.63,47.1,17.5,89.8,47.1,17.5
4/25/2005,85.51,47.1,17.5,89.62,47.1,17.5
5/2/2005,85.44,47.1,17.5,89.3,47.1,17.5
5/9/2005,85.36,47.1,17.5,89.46,47.1,17.5
5/16/2005,85.27,47.1,17.5,89.4,47.1,17.5
5/23/2005,84.77,47.1,17.5,89,47.1,17.5
5/30/2005,84.18,47.1,17.5,88.39,47.1,17.5
6/6/2005,84.01,47.1,17.5,88.23,47.1,17.5
6/13/2005,84.99,47.1,17.5,88.96,47.1,17.5
6/20/2005,85.52,47.1,17.5,89.54,47.1,17.5
6/27/2005,86.73,47.1,17.5,90.27,47.1,17.5
7/4/2005,87.49,47.1,17.5,91,47.1,17.5
7/11/2005,87.73,47.1,17.5,91.89,47.1,17.5
7/18/2005,88.55,47.1,17.5,92.67,47.1,17.5
7/25/2005,89,47.1,17.5,93.03,47.1,17.5
8/1/2005,89.25,47.1,17.5,93.26,47.1,17.5
8/8/2005,89.67,47.1,17.5,93.63,47.1,17.5
8/15/2005,90.56,47.1,17.5,94.5,47.1,17.5
8/22/2005,90.77,47.1,17.5,94.68,47.1,17.5
